misconception_type	convo_turn	done	previous_action_id	listen_to_feedback	problem_progress	progress_delta	correct_solution	next_action_hint_strength	next_action_id
3	1	0	0.0	0	0	0	0	1	0
3	2	0	1.0	1	25	25	0	2	0
3	3	0	12.0	1	40	15	0	2	0
3	4	0	2.0	1	50	10	0	2	0
3	5	0	2.0	1	50	0	0	2	0
3	6	0	2.0	1	50	0	0	2	0
3	7	0	2.0	1	50	0	0	3	0
3	8	0	3.0	1	25	-25	0	2	0
3	9	0	2.0	1	50	25	0	2	0
3	10	0	2.0	1	75	25	0	2	0
3	11	0	2.0	1	50	-25	0	2	0
5	12	0	2.0	0	0	-50	0	1	0
5	13	0	1.0	1	25	25	0	2	0
5	14	0	12.0	1	30	5	0	2	0
5	15	0	12.0	1	60	30	0	2	0
5	16	1	2.0	1	100	40	1	1	2
2	1	0	0.0	0	0	0	0	0	3
2	2	0	60.0	0	75	75	0	2	0
2	3	0	7.0	1	50	-25	0	3	0
3	4	0	13.0	0	0	-50	0	0	3
3	5	0	60.0	0	50	50	0	2	0
3	6	0	12.0	0	25	-25	0	2	0
3	7	0	2.0	1	50	25	0	2	2
3	8	0	47.0	1	35	-15	0	3	2
3	9	0	58.0	1	25	-10	0	2	0
4	10	0	2.0	0	0	-25	0	0	3
4	11	0	60.0	0	50	50	0	2	0
4	12	0	2.0	1	40	-10	0	2	0
4	13	0	2.0	0	25	-15	0	2	2
4	14	0	47.0	1	40	15	0	3	0
5	15	0	3.0	0	0	-40	0	0	3
5	16	0	60.0	0	75	75	0	3	0
5	17	0	13.0	0	25	-50	0	2	0
5	18	0	12.0	1	50	25	0	2	0
1	19	0	2.0	0	0	-50	0	0	3
1	20	0	60.0	0	40	40	0	2	0
1	21	0	2.0	0	25	-15	0	3	2
1	22	1	58.0	1	100	75	1	0	3
2	1	0	0.0	0	0	0	0	0	3
2	2	0	60.0	0	40	40	0	3	0
2	3	0	13.0	0	50	10	0	3	2
2	4	1	58.0	1	100	50	1	0	3
3	1	0	0.0	0	0	0	0	0	3
3	2	0	60.0	0	50	50	0	3	0
3	3	1	13.0	1	100	50	1	0	3
4	1	0	0.0	0	0	0	0	0	3
4	2	0	60.0	0	50	50	0	3	0
4	3	0	13.0	0	50	0	0	3	2
4	4	0	58.0	0	25	-25	0	3	2
4	5	1	48.0	0	30	5	0	3	2
5	1	0	0.0	0	0	0	0	0	3
5	2	0	60.0	0	75	75	0	3	2
5	3	1	58.0	1	100	25	1	0	3
1	1	0	0.0	0	0	0	0	0	3
1	2	0	60.0	0	75	75	0	3	0
1	3	0	13.0	1	40	-35	0	2	1
1	4	0	22.0	0	50	10	0	2	1
1	5	0	27.0	0	25	-25	0	2	1
1	6	0	37.0	1	100	75	1	1	0
1	7	0	6.0	0	50	-50	0	3	2
1	8	0	58.0	0	75	25	0	3	0
1	9	0	3.0	1	100	25	1	0	3
2	10	0	65.0	0	0	-100	0	0	3
2	11	0	60.0	0	50	50	0	2	1
2	12	0	27.0	1	30	-20	0	1	1
2	13	0	21.0	1	30	0	0	2	0
2	14	0	12.0	0	25	-5	0	3	0
2	15	0	13.0	0	25	0	0	2	0
2	16	0	7.0	1	50	25	0	2	0
2	17	0	2.0	1	75	25	0	2	0
2	18	1	2.0	1	100	25	1	1	3
4	1	0	0.0	0	0	0	0	0	3
4	2	0	60.0	0	75	75	0	2	0
4	3	0	2.0	1	90	15	0	3	0
4	4	0	3.0	1	75	-15	0	2	0
4	5	0	2.0	0	10	-65	0	2	0
4	6	0	2.0	0	30	20	0	2	0
4	7	0	2.0	0	50	20	0	3	0
4	8	1	13.0	1	100	50	1	1	3
1	1	0	0.0	0	0	0	0	0	3
1	2	0	60.0	0	50	50	0	2	1
1	3	1	22.0	1	100	50	1	1	3
2	1	0	0.0	0	0	0	0	0	3
2	2	0	60.0	0	75	75	0	2	1
2	3	0	27.0	1	10	-65	0	1	1
2	4	0	36.0	1	10	0	0	2	0
2	5	0	2.0	1	25	15	0	2	0
2	6	0	2.0	0	25	0	0	2	0
2	7	0	12.0	1	75	50	0	2	0
2	8	0	2.0	1	75	0	0	2	0
2	9	0	2.0	1	75	0	0	2	0
2	10	0	2.0	1	90	15	1	3	2
2	11	0	58.0	1	100	10	1	1	0
2	12	0	6.0	0	75	-25	0	2	2
4	13	0	57.0	0	0	-75	0	1	0
4	14	0	1.0	1	50	50	0	2	1
4	15	0	22.0	1	25	-25	0	1	1
4	16	0	36.0	1	75	50	0	2	0
1	17	0	2.0	0	0	-75	0	1	1
1	18	0	21.0	0	25	25	0	2	1
1	19	0	27.0	1	50	25	0	2	1
1	20	1	22.0	1	100	50	1	1	3
2	1	0	0.0	0	0	0	0	1	1
2	2	0	21.0	0	25	25	0	2	1
2	3	0	27.0	1	75	50	0	2	1
2	4	0	22.0	1	25	-50	0	2	1
2	5	1	37.0	1	100	75	1	1	3
3	1	0	0.0	0	0	0	0	1	0
3	2	0	1.0	1	70	70	0	2	1
3	3	0	27.0	1	10	-60	0	2	1
3	4	0	37.0	0	30	20	0	2	2
3	5	0	57.0	1	25	-5	0	2	1
3	6	0	27.0	1	20	-5	0	2	1
3	7	0	37.0	1	25	5	0	1	1
3	8	0	36.0	1	50	25	0	2	1
3	9	0	37.0	1	50	0	0	2	1
3	10	0	27.0	1	50	0	0	2	1
3	11	1	27.0	1	100	50	1	1	3
4	1	0	0.0	0	0	0	0	1	1
4	2	0	21.0	1	50	50	0	2	1
4	3	0	37.0	0	40	-10	0	2	1
4	4	0	27.0	1	50	10	0	2	1
4	5	0	27.0	1	50	0	0	2	1
4	6	0	27.0	0	40	-10	0	2	1
4	7	0	27.0	0	25	-15	0	2	0
4	8	0	2.0	0	25	0	0	3	2
4	9	0	58.0	0	25	0	0	2	1
4	10	0	27.0	0	25	0	0	3	2
4	11	0	58.0	1	75	50	0	2	1
4	12	0	22.0	0	40	-35	0	2	1
4	13	1	27.0	1	100	60	1	0	3
1	1	0	0.0	0	0	0	0	0	3
1	2	0	60.0	0	50	50	0	3	0
1	3	0	3.0	1	75	25	0	2	0
1	4	0	2.0	1	100	25	1	1	0
1	5	1	1.0	1	100	0	1	1	0
2	1	0	0.0	0	0	0	0	1	0
2	2	0	1.0	0	30	30	0	2	0
2	3	0	12.0	1	75	45	0	2	0
2	4	0	7.0	0	50	-25	0	3	0
2	5	0	3.0	0	25	-25	0	2	0
2	6	0	12.0	0	75	50	0	2	2
2	7	0	57.0	1	100	25	1	1	0
3	8	0	6.0	0	0	-100	0	1	0
3	9	0	1.0	0	50	50	0	2	0
3	10	0	2.0	0	25	-25	0	2	0
3	11	0	12.0	0	25	0	0	3	2
3	12	0	58.0	0	25	0	0	3	2
3	13	0	58.0	0	75	50	0	3	0
3	14	0	3.0	1	100	25	1	0	3
2	15	0	65.0	0	0	-100	0	0	3
2	16	0	60.0	0	75	75	0	2	1
2	17	0	27.0	0	50	-25	0	2	1
2	18	0	27.0	1	50	0	0	2	0
2	19	0	2.0	1	90	40	1	2	0
3	20	0	2.0	0	0	-90	0	0	3
3	21	0	60.0	0	50	50	0	2	1
3	22	0	27.0	1	25	-25	0	1	1
3	23	0	36.0	1	50	25	0	2	1
3	24	0	37.0	1	50	0	0	2	0
3	25	0	7.0	0	25	-25	0	3	2
3	26	0	58.0	1	75	50	0	2	1
1	27	0	27.0	0	0	-75	0	0	3
1	28	0	60.0	0	40	40	0	3	0
1	29	0	13.0	0	25	-15	0	2	1
1	30	0	22.0	1	25	0	0	2	2
1	31	0	47.0	1	75	50	0	3	2
1	32	0	58.0	1	50	-25	0	3	0
1	33	0	3.0	0	30	-20	0	3	2
1	34	1	58.0	1	100	70	1	1	3
5	1	0	0.0	0	0	0	0	0	3
5	2	0	60.0	0	50	50	0	2	0
5	3	0	2.0	0	25	-25	0	2	1
5	4	0	27.0	1	25	0	0	2	0
5	5	0	2.0	1	25	0	0	2	0
5	6	1	2.0	1	100	75	1	1	3
1	1	0	0.0	0	0	0	0	0	3
1	2	0	60.0	0	50	50	0	2	1
1	3	0	27.0	1	50	0	0	2	0
1	4	0	2.0	0	40	-10	0	2	0
1	5	0	7.0	1	50	10	0	2	0
1	6	0	2.0	0	25	-25	0	3	2
1	7	0	58.0	0	25	0	0	3	2
1	8	0	58.0	0	25	0	0	2	3
2	9	0	72.0	0	0	-25	0	0	3
2	10	0	60.0	0	50	50	0	2	0
2	11	0	12.0	1	85	35	0	2	1
2	12	0	27.0	1	75	-10	0	2	1
2	13	0	37.0	1	100	25	1	0	3
3	14	0	65.0	0	0	-100	0	0	3
3	15	0	60.0	1	75	75	0	3	0
3	16	0	8.0	1	75	0	0	2	0
3	17	0	2.0	1	100	25	1	1	0
3	18	0	6.0	0	75	-25	0	3	2
3	19	0	58.0	1	100	25	1	0	3
4	20	0	65.0	0	0	-100	0	0	3
4	21	0	60.0	0	40	40	0	2	1
4	22	0	27.0	0	40	0	0	2	0
4	23	0	2.0	1	25	-15	0	2	0
4	24	0	2.0	0	40	15	0	2	1
4	25	0	27.0	0	50	10	0	3	0
4	26	0	13.0	0	25	-25	0	2	2
4	27	0	47.0	0	50	25	0	3	0
4	28	0	13.0	1	100	50	1	0	3
5	29	0	65.0	0	0	-100	0	0	3
5	30	0	60.0	1	50	50	0	3	0
5	31	0	13.0	1	50	0	0	2	1
5	32	0	22.0	0	25	-25	0	2	2
5	33	0	57.0	0	50	25	0	2	0
5	34	0	2.0	1	75	25	0	2	1
5	35	0	37.0	1	100	25	1	1	3
5	36	0	71.0	1	50	-50	0	3	2
1	37	0	58.0	0	0	-50	0	0	3
1	38	0	60.0	0	40	40	0	2	0
1	39	0	12.0	0	50	10	0	3	0
1	40	0	13.0	1	25	-25	0	2	1
1	41	0	22.0	1	50	25	0	2	0
1	42	0	2.0	1	25	-25	0	1	0
1	43	0	1.0	1	25	0	0	2	1
1	44	0	37.0	1	75	50	0	2	1
1	45	0	22.0	1	75	0	0	2	1
1	46	0	27.0	1	50	-25	0	2	1
1	47	0	22.0	1	100	50	1	0	3
2	48	0	65.0	0	0	-100	0	0	3
2	49	0	60.0	0	75	75	0	2	1
2	50	0	27.0	1	100	25	1	1	3
3	51	0	66.0	0	0	-100	0	0	3
3	52	0	60.0	0	50	50	0	2	1
3	53	0	27.0	1	50	0	0	2	1
3	54	1	37.0	1	100	50	1	1	3
4	1	0	0.0	0	0	0	0	0	3
4	2	0	60.0	0	50	50	0	2	1
4	3	0	27.0	0	50	0	0	2	1
4	4	0	27.0	0	50	0	0	3	2
4	5	0	58.0	1	100	50	1	0	3
5	6	0	65.0	0	0	-100	0	0	3
5	7	0	60.0	0	75	75	0	2	1
5	8	0	27.0	0	75	0	0	2	1
5	9	0	27.0	1	25	-50	0	2	1
5	10	0	22.0	1	50	25	0	3	1
5	11	0	28.0	0	50	0	0	3	2
5	12	0	58.0	1	50	0	0	3	2
5	13	0	58.0	1	50	0	0	2	2
5	14	0	47.0	1	75	25	0	3	2
5	15	0	58.0	1	100	25	1	0	3
2	16	0	65.0	0	0	-100	0	0	3
2	17	0	60.0	0	75	75	0	2	1
2	18	0	27.0	1	25	-50	0	1	0
2	19	0	1.0	1	75	50	0	2	0
2	20	0	2.0	0	75	0	0	2	1
2	21	0	27.0	1	10	-65	0	2	1
2	22	0	37.0	1	100	90	1	0	3
2	23	0	65.0	0	75	-25	0	2	2
2	24	0	57.0	0	50	-25	0	3	2
2	25	0	58.0	1	100	50	1	0	3
2	26	0	65.0	1	100	0	1	0	3
3	27	0	75.0	0	0	-100	0	0	3
3	28	0	60.0	0	75	75	0	2	1
3	29	0	27.0	0	50	-25	0	3	0
3	30	0	13.0	1	100	50	1	1	1
4	31	0	21.0	0	0	-100	0	0	3
4	32	0	60.0	0	50	50	0	2	1
4	33	0	27.0	0	40	-10	0	2	0
4	34	0	2.0	0	50	10	0	3	2
4	35	0	58.0	1	25	-25	0	2	0
4	36	0	12.0	0	50	25	0	3	0
4	37	0	3.0	1	50	0	0	3	0
4	38	0	3.0	1	100	50	1	1	3
5	39	0	71.0	0	0	-100	0	0	3
5	40	0	60.0	1	75	75	0	2	1
5	41	0	27.0	0	50	-25	0	3	0
5	42	0	8.0	0	75	25	0	3	0
5	43	0	8.0	0	75	0	1	1	3
2	44	0	71.0	0	0	-75	0	1	2
2	45	0	46.0	0	25	25	0	2	0
2	46	0	2.0	1	75	50	0	3	0
2	47	1	8.0	1	100	25	1	1	2
3	1	0	0.0	0	0	0	0	1	2
3	2	0	46.0	0	50	50	0	3	0
3	3	0	3.0	1	50	0	0	3	0
3	4	0	13.0	1	50	0	0	3	0
3	5	0	13.0	1	75	25	0	3	0
3	6	0	3.0	1	100	25	1	1	0
3	7	1	6.0	1	100	0	1	2	2
4	1	0	0.0	0	0	0	0	1	0
4	2	0	1.0	0	75	75	0	2	0
4	3	0	2.0	1	40	-35	0	2	0
4	4	0	2.0	1	25	-15	0	1	0
4	5	0	1.0	1	75	50	1	2	0
4	6	0	7.0	0	50	-25	0	2	0
4	7	0	2.0	0	50	0	0	3	2
4	8	0	58.0	0	25	-25	0	2	1
4	9	0	27.0	1	75	50	0	3	0
4	10	1	3.0	1	100	25	1	2	2
5	1	0	0.0	0	0	0	0	0	3
5	2	0	60.0	0	50	50	0	3	0
5	3	0	3.0	0	25	-25	0	2	0
5	4	0	12.0	1	40	15	0	3	0
5	5	0	3.0	1	50	10	0	2	0
5	6	1	2.0	1	100	50	1	1	2
1	1	0	0.0	0	0	0	0	0	3
1	2	0	60.0	1	75	75	0	2	1
1	3	0	22.0	0	25	-50	0	2	0
1	4	0	2.0	0	25	0	0	3	2
1	5	0	48.0	1	25	0	0	3	0
1	6	0	3.0	0	40	15	0	3	0
1	7	0	3.0	0	25	-15	0	3	2
1	8	0	58.0	1	75	50	0	2	0
1	9	0	2.0	0	60	-15	0	2	1
1	10	0	27.0	0	75	15	0	2	0
2	11	0	17.0	0	0	-75	0	0	3
2	12	0	60.0	0	75	75	0	2	1
2	13	1	22.0	1	100	25	1	1	3
3	1	0	0.0	0	0	0	0	0	3
3	2	0	60.0	0	40	40	0	2	1
3	3	0	27.0	1	100	60	1	1	1
3	4	0	31.0	0	25	-75	0	2	2
3	5	0	47.0	1	40	15	0	3	0
4	6	0	3.0	0	0	-40	0	0	3
4	7	0	60.0	0	40	40	0	2	1
4	8	0	27.0	0	25	-15	0	2	1
4	9	0	27.0	0	25	0	0	2	1
4	10	0	27.0	0	30	5	0	1	3
4	11	0	76.0	0	25	-5	0	3	0
4	12	0	13.0	1	50	25	0	2	0
5	13	0	2.0	0	0	-50	0	0	3
5	14	0	60.0	0	75	75	0	2	1
5	15	0	22.0	1	75	0	0	3	0
1	16	0	8.0	0	0	-75	0	0	3
1	17	0	60.0	0	75	75	0	2	0
1	18	1	2.0	1	100	25	1	0	3
2	1	0	0.0	0	0	0	0	0	3
2	2	0	60.0	0	25	25	0	2	0
2	3	1	2.0	1	100	75	1	0	3
3	1	0	0.0	0	0	0	0	0	3
3	2	0	60.0	0	40	40	0	2	0
3	3	0	2.0	1	75	35	0	3	2
3	4	0	58.0	0	50	-25	0	3	0
3	5	0	18.0	1	75	25	0	2	0
3	6	0	2.0	0	50	-25	0	2	0
3	7	0	2.0	1	100	50	1	2	2
4	8	0	57.0	0	0	-100	0	0	3
4	9	0	60.0	0	50	50	0	2	0
4	10	0	12.0	1	75	25	0	2	0
4	11	0	12.0	1	75	0	0	3	0
4	12	0	13.0	1	75	0	0	3	0
4	13	0	13.0	1	75	0	0	3	0
4	14	0	8.0	0	40	-35	0	2	0
5	15	0	17.0	0	0	-40	0	0	3
5	16	0	60.0	0	75	75	0	2	1
5	17	1	27.0	1	100	25	1	1	3
1	1	0	0.0	0	0	0	0	0	3
1	2	0	60.0	0	75	75	0	2	1
1	3	0	27.0	0	50	-25	0	2	1
1	4	0	22.0	1	25	-25	0	2	0
1	5	1	2.0	1	100	75	1	0	3
2	1	0	0.0	0	0	0	0	0	3
2	2	0	60.0	0	75	75	0	2	0
2	3	0	2.0	0	40	-35	0	3	0
2	4	0	13.0	1	50	10	0	2	1
2	5	0	22.0	1	50	0	0	3	2
2	6	0	48.0	1	50	0	0	2	0
2	7	0	2.0	0	25	-25	0	2	0
2	8	1	2.0	1	85	60	1	1	3
3	1	0	0.0	0	0	0	0	0	3
3	2	0	60.0	0	60	60	0	3	0
3	3	0	3.0	0	40	-20	0	2	0
3	4	0	2.0	0	50	10	0	2	1
3	5	0	22.0	1	40	-10	0	2	0
3	6	0	12.0	0	25	-15	0	2	0
3	7	1	2.0	1	100	75	1	0	3
5	1	0	0.0	0	0	0	0	0	3
5	2	0	60.0	1	90	90	0	3	0
5	3	0	3.0	1	75	-15	0	3	0
5	4	0	13.0	1	10	-65	0	2	0
5	5	0	2.0	1	25	15	0	2	0
5	6	0	2.0	1	75	50	0	2	0
5	7	0	7.0	1	50	-25	0	3	0
5	8	0	13.0	1	75	25	0	2	3
1	9	0	72.0	0	0	-75	0	0	3
1	10	0	60.0	0	40	40	0	2	1
1	11	0	27.0	1	75	35	0	2	0
1	12	0	2.0	1	50	-25	0	2	0
1	13	1	12.0	1	100	50	1	1	3
2	1	0	0.0	0	0	0	0	0	3
2	2	0	60.0	0	75	75	0	2	1
2	3	1	27.0	1	100	25	1	1	3
3	1	0	0.0	0	0	0	0	0	3
3	2	0	60.0	1	90	90	0	2	1
3	3	0	22.0	1	75	-15	0	2	1
3	4	0	37.0	1	75	0	0	2	1
3	5	0	22.0	1	75	0	0	2	2
3	6	0	57.0	0	75	0	0	3	2
4	7	0	58.0	0	0	-75	0	0	3
4	8	0	75.0	0	40	40	0	2	1
4	9	0	27.0	0	50	10	0	3	0
4	10	0	3.0	1	50	0	0	3	0
4	11	0	8.0	0	50	0	0	3	2
4	12	0	58.0	0	50	0	0	3	2
4	13	0	58.0	1	100	50	1	0	3
1	14	0	65.0	0	0	-100	0	0	3
1	15	0	60.0	0	50	50	0	2	0
1	16	0	2.0	0	50	0	0	2	1
1	17	0	27.0	1	25	-25	0	2	0
1	18	0	2.0	1	50	25	0	2	0
1	19	0	2.0	1	100	50	1	1	3
3	20	0	66.0	0	0	-100	0	0	3
3	21	0	60.0	0	25	25	0	2	0
3	22	0	12.0	0	40	15	0	3	0
3	23	1	13.0	1	100	60	1	0	3
4	1	0	0.0	0	0	0	0	0	3
4	2	0	60.0	0	50	50	0	2	1
4	3	0	27.0	1	25	-25	0	2	0
4	4	0	2.0	0	25	0	0	2	1
4	5	0	22.0	1	25	0	0	2	0
4	6	0	2.0	1	75	50	0	2	0
4	7	0	2.0	0	50	-25	0	3	2
4	8	0	58.0	1	75	25	0	2	0
4	9	1	2.0	1	100	25	1	0	3
5	1	0	0.0	0	0	0	0	0	3
5	2	0	60.0	0	75	75	0	2	0
5	3	0	7.0	0	25	-50	0	2	0
5	4	0	7.0	1	75	50	0	2	0
5	5	0	12.0	1	100	25	1	0	3
1	6	0	70.0	0	0	-100	0	0	3
1	7	0	60.0	0	70	70	0	2	1
1	8	0	27.0	0	50	-20	0	2	1
1	9	0	27.0	1	10	-40	0	1	1
1	10	0	36.0	1	30	20	0	2	0
1	11	1	2.0	1	100	70	1	0	3
1	1	0	0.0	0	0	0	0	0	3
1	2	0	60.0	0	75	75	0	3	0
1	3	0	3.0	0	50	-25	0	3	0
1	4	0	13.0	1	75	25	0	3	0
1	5	0	8.0	0	50	-25	0	3	0
1	6	0	13.0	1	50	0	0	2	0
1	7	0	2.0	1	50	0	0	2	0
1	8	0	2.0	1	100	50	1	0	3
2	9	0	70.0	0	0	-100	0	0	3
2	10	0	60.0	0	75	75	0	2	0
2	11	0	2.0	1	25	-50	0	2	0
2	12	0	2.0	1	40	15	0	2	0
2	13	0	2.0	0	25	-15	0	2	2
2	14	0	57.0	1	75	50	0	2	0
2	15	0	2.0	1	100	25	1	0	3
3	16	0	65.0	0	0	-100	0	0	3
3	17	0	60.0	0	75	75	0	2	0
3	18	0	2.0	0	75	0	0	2	0
3	19	0	12.0	1	75	0	0	2	1
3	20	0	37.0	1	25	-50	0	1	0
3	21	0	1.0	0	50	25	0	3	0
3	22	0	13.0	1	25	-25	0	2	0
3	23	0	12.0	1	50	25	0	2	0
3	24	0	2.0	1	75	25	0	2	0
3	25	1	2.0	1	100	25	1	0	3
4	1	0	0.0	0	0	0	0	0	3
4	2	0	60.0	0	50	50	0	2	0
4	3	0	2.0	0	50	0	0	3	0
4	4	0	13.0	0	50	0	0	3	0
4	5	0	13.0	0	40	-10	0	3	2
4	6	0	58.0	1	50	10	0	2	0
4	7	0	2.0	1	75	25	0	3	2
4	8	1	58.0	1	100	25	1	0	3
5	1	0	0.0	0	0	0	0	0	3
5	2	0	60.0	1	50	50	0	3	0
5	3	0	13.0	0	40	-10	0	2	0
5	4	0	17.0	1	75	35	0	2	0
5	5	0	7.0	1	90	15	0	3	2
5	6	0	58.0	1	90	0	0	2	2
5	7	1	57.0	1	100	10	1	0	3
1	1	0	0.0	0	0	0	0	0	3
1	2	0	60.0	0	50	50	0	2	1
1	3	0	22.0	1	10	-40	0	2	1
1	4	0	37.0	1	40	30	0	2	0
1	5	0	12.0	1	75	35	0	2	0
1	6	0	7.0	1	50	-25	0	2	1
1	7	0	27.0	1	25	-25	0	1	1
1	8	0	36.0	1	50	25	0	2	0
1	9	0	2.0	1	75	25	0	2	1
1	10	1	22.0	1	100	25	1	0	3
2	1	0	0.0	0	0	0	0	0	3
2	2	0	60.0	0	75	75	0	2	1
2	3	0	27.0	0	50	-25	0	3	2
5	4	0	58.0	0	0	-50	0	0	3
5	5	0	60.0	1	85	85	1	2	1
5	6	1	27.0	1	100	15	1	1	3
1	1	0	0.0	0	0	0	0	1	2
1	2	0	46.0	1	25	25	0	2	0
1	3	0	2.0	1	25	0	0	2	1
1	4	0	22.0	1	75	50	0	2	2
1	5	0	47.0	1	75	0	0	2	0
2	6	0	2.0	0	0	-75	0	1	2
2	7	0	46.0	0	25	25	0	3	2
2	8	0	58.0	0	25	0	0	3	0
2	9	0	18.0	1	100	75	1	1	1
2	10	0	21.0	0	25	-75	0	3	2
4	11	0	58.0	0	0	-25	0	1	0
4	12	0	1.0	0	25	25	0	2	1
4	13	0	22.0	1	50	25	0	2	1
4	14	0	37.0	1	75	25	0	3	1
4	15	0	28.0	1	50	-25	0	3	0
4	16	0	3.0	0	40	-10	0	3	0
4	17	0	13.0	1	50	10	0	3	2
4	18	0	58.0	0	25	-25	0	3	0
4	19	0	3.0	1	100	75	1	0	3
1	20	0	65.0	0	0	-100	0	0	3
1	21	0	60.0	0	50	50	0	2	0
1	22	0	2.0	1	50	0	0	2	0
1	23	0	2.0	1	50	0	0	2	0
1	24	0	2.0	1	100	50	1	1	0
3	25	0	1.0	0	0	-100	0	0	3
3	26	0	60.0	0	75	75	0	2	0
3	27	0	12.0	0	30	-45	0	3	2
3	28	0	58.0	1	50	20	0	2	0
3	29	0	12.0	0	25	-25	0	3	1
3	30	0	28.0	1	50	25	0	2	0
3	31	0	2.0	1	100	50	1	1	0
4	32	0	6.0	0	0	-100	0	0	3
4	33	0	60.0	0	50	50	0	3	0
4	34	0	3.0	0	40	-10	0	3	0
4	35	0	8.0	0	25	-15	0	3	2
4	36	0	58.0	1	75	50	0	2	0
4	37	0	2.0	1	100	25	1	2	0
5	38	0	2.0	0	0	-100	0	1	0
5	39	0	1.0	1	75	75	0	2	0
5	40	0	2.0	1	100	25	1	1	0
1	41	0	6.0	0	0	-100	0	0	3
1	42	0	60.0	0	75	75	0	2	0
1	43	0	2.0	1	25	-50	0	2	0
1	44	0	2.0	1	50	25	0	2	0
1	45	0	2.0	1	75	25	0	2	0
1	46	1	2.0	1	100	25	1	0	3
2	1	0	0.0	0	0	0	0	0	3
2	2	0	60.0	0	50	50	0	3	0
2	3	0	3.0	0	50	0	0	2	0
2	4	0	12.0	1	50	0	0	2	0
2	5	0	2.0	1	50	0	0	2	0
2	6	1	2.0	1	100	50	1	0	3
4	1	0	0.0	0	0	0	0	0	3
4	2	0	60.0	0	50	50	0	3	0
4	3	0	3.0	1	75	25	0	2	0
4	4	0	2.0	1	75	0	0	2	0
4	5	1	2.0	1	100	25	1	0	3
5	1	0	0.0	0	0	0	0	0	3
5	2	0	60.0	0	50	50	0	2	0
5	3	1	12.0	1	100	50	1	1	3
4	1	0	0.0	0	0	0	0	0	3
4	2	0	60.0	0	75	75	0	2	2
4	3	1	57.0	1	100	25	1	0	3
1	1	0	0.0	0	0	0	0	1	1
1	2	0	21.0	0	10	10	0	1	1
1	3	0	36.0	1	40	30	0	2	1
1	4	0	27.0	1	25	-15	0	2	1
1	5	0	37.0	1	50	25	0	2	1
1	6	0	37.0	0	50	0	0	2	1
1	7	1	27.0	1	100	50	1	0	3
4	1	0	0.0	0	0	0	0	1	1
4	2	0	21.0	1	25	25	0	2	1
4	3	0	37.0	0	40	15	0	2	1
4	4	0	27.0	1	75	35	0	2	1
4	5	1	27.0	1	100	25	1	1	3
5	1	0	0.0	0	0	0	0	1	1
5	2	0	21.0	1	50	50	0	2	1
5	3	0	37.0	1	25	-25	0	1	1
5	4	0	36.0	1	50	25	0	2	1
5	5	0	37.0	1	75	25	0	2	1
5	6	1	22.0	1	100	25	1	0	3
1	1	0	0.0	0	0	0	0	0	3
1	2	0	60.0	1	75	75	0	2	1
1	3	0	27.0	1	15	-60	0	1	1
1	4	0	36.0	1	25	10	0	1	1
1	5	0	21.0	1	75	50	0	2	1
1	6	0	22.0	1	50	-25	0	3	2
2	7	0	58.0	0	0	-50	0	0	3
2	8	0	60.0	1	100	100	1	1	3
2	9	0	66.0	1	75	-25	0	1	3
3	10	0	66.0	0	0	-75	0	1	1
3	11	0	21.0	0	25	25	0	2	1
3	12	0	27.0	0	50	25	0	3	0
3	13	0	13.0	1	50	0	0	2	1
3	14	0	22.0	1	75	25	0	2	1
3	15	0	27.0	1	100	25	1	0	3
4	16	0	65.0	0	0	-100	0	1	2
4	17	0	46.0	1	50	50	0	3	0
4	18	0	3.0	1	50	0	0	2	1
4	19	0	22.0	1	100	50	1	0	3
5	20	0	65.0	0	0	-100	0	1	1
5	21	0	21.0	1	50	50	0	2	1
5	22	0	37.0	1	75	25	0	2	0
5	23	0	2.0	0	75	0	0	2	3
5	24	0	72.0	0	50	-25	0	2	1
5	25	0	27.0	1	25	-25	0	1	1
5	26	0	36.0	1	50	25	0	2	3
5	27	0	72.0	0	75	25	0	2	3
1	28	0	77.0	0	0	-75	0	0	3
1	29	0	75.0	0	75	75	0	2	1
1	30	0	27.0	0	40	-35	0	3	0
1	31	0	13.0	1	100	60	1	0	3
1	32	1	70.0	1	75	-25	0	1	3
2	1	0	0.0	0	0	0	0	0	3
2	2	0	60.0	1	25	25	0	1	1
2	3	0	36.0	0	50	25	0	2	0
2	4	0	12.0	1	50	0	0	3	0
2	5	0	3.0	1	25	-25	0	2	0
2	6	0	2.0	1	50	25	0	2	0
2	7	0	12.0	1	100	50	1	1	3
2	8	1	71.0	1	100	0	1	0	3
3	1	0	0.0	0	0	0	0	0	3
3	2	0	60.0	0	50	50	0	2	0
3	3	0	2.0	0	50	0	0	2	0
3	4	0	7.0	1	75	25	0	2	0
3	5	1	7.0	1	100	25	1	0	3
1	1	0	0.0	0	0	0	0	0	3
1	2	0	60.0	0	50	50	0	2	0
1	3	0	2.0	1	10	-40	0	1	0
1	4	0	11.0	1	50	40	0	2	2
1	5	0	47.0	1	50	0	0	2	2
1	6	0	47.0	0	50	0	0	3	2
1	7	0	58.0	1	100	50	1	2	0
2	8	0	7.0	0	0	-100	0	0	3
2	9	0	60.0	0	70	70	0	2	0
2	10	0	2.0	1	75	5	0	2	0
2	11	0	2.0	1	100	25	1	1	0
3	12	0	6.0	0	0	-100	0	0	3
3	13	0	60.0	1	90	90	0	2	1
