misconception_type,convo_turn,done,previous_action_id,listen_to_feedback,problem_progress,progress_delta,correct_solution,next_action_hint_strength,next_action_id
1,24,0,60,0,50,50,0,2,12
1,25,0,12,0,25,-25,0,2,12
1,26,0,12,1,100,75,1,1,6
1,27,0,6,1,100,0,1,0,65
1,28,0,65,0,50,-50,0,3,58
3,29,0,58,0,0,-50,0,0,60
3,30,0,60,0,50,50,0,2,27
3,31,0,27,0,25,-25,0,2,27
3,32,0,27,1,25,0,0,2,22
3,33,0,22,1,50,25,0,2,22
3,34,0,22,1,75,25,0,3,13
3,35,0,13,0,50,-25,0,3,3
3,36,0,3,1,50,0,0,2,2
3,37,0,2,1,75,25,1,2,2
3,38,0,2,0,25,-50,0,3,58
4,39,0,58,0,0,-25,0,0,60
4,40,0,60,0,40,40,0,2,22
4,41,0,22,1,50,10,0,2,2
5,42,0,2,0,0,-50,0,0,60
5,43,0,60,0,25,25,0,2,12
5,44,0,12,1,25,0,0,2,2
5,45,0,2,1,50,25,0,3,13
5,46,0,13,0,25,-25,0,3,28
5,47,0,28,0,40,15,0,2,12
5,48,0,12,0,25,-15,0,3,58
5,49,0,58,0,25,0,0,2,12
5,50,0,12,1,75,50,0,2,2
5,51,0,2,0,25,-50,0,3,58
1,52,0,58,0,0,-25,0,1,21
1,53,0,21,1,40,40,0,2,22
1,54,0,22,1,50,10,0,2,22
1,55,0,22,0,60,10,0,2,27
1,56,0,27,1,75,15,0,2,27
1,57,0,27,0,50,-25,0,2,22
1,58,0,22,1,75,25,0,2,37
1,59,0,37,0,25,-50,0,2,22
1,60,0,22,0,75,50,0,2,22
1,61,0,22,1,75,0,0,2,27
1,62,1,27,1,100,25,1,1,66
2,1,0,0,0,0,0,0,1,21
2,2,0,21,1,50,50,0,2,22
2,3,0,22,1,75,25,0,2,27
2,4,0,27,1,50,-25,0,3,28
2,5,0,28,1,75,25,0,3,28
2,6,0,28,0,50,-25,0,3,58
2,7,0,58,1,70,20,0,2,27
2,8,0,27,0,50,-20,0,2,27
2,9,0,27,0,50,0,0,2,27
2,10,0,27,1,75,25,0,3,58
4,11,0,58,0,0,-75,0,1,21
4,12,0,21,1,50,50,0,2,22
4,13,0,22,1,10,-40,0,1,36
4,14,0,36,0,50,40,0,2,27
4,15,0,27,1,100,50,1,1,21
1,16,0,21,0,0,-100,0,0,60
1,17,0,60,0,75,75,0,2,27
1,18,0,27,1,75,0,0,2,2
1,19,0,2,1,75,0,0,2,2
1,20,0,2,1,90,15,1,1,66
2,21,0,66,0,0,-90,0,0,75
2,22,0,75,0,50,50,0,2,22
2,23,0,22,0,50,0,0,2,2
2,24,0,2,1,50,0,0,2,27
2,25,0,27,1,50,0,0,3,13
2,26,0,13,1,50,0,0,2,22
2,27,0,22,1,100,50,1,1,66
3,28,0,66,0,0,-100,0,0,60
3,29,0,60,0,50,50,0,3,8
3,30,0,8,1,65,15,0,2,27
3,31,0,27,1,100,35,1,0,65
4,32,0,65,0,0,-100,0,0,60
4,33,0,60,0,50,50,0,2,2
4,34,0,2,1,15,-35,0,1,21
4,35,0,21,1,50,35,0,2,2
4,36,0,2,1,75,25,0,2,2
4,37,0,2,1,100,25,1,1,66
5,38,0,66,0,0,-100,0,0,60
5,39,0,60,0,50,50,0,1,76
5,40,0,76,0,50,0,0,2,57
5,41,0,57,0,30,-20,0,2,27
5,42,0,27,0,50,20,0,3,13
5,43,0,13,0,50,0,0,3,58
5,44,0,58,0,50,0,0,3,58
2,45,0,58,0,0,-50,0,0,60
2,46,0,60,0,25,25,0,2,2
2,47,0,2,1,25,0,0,2,22
2,48,0,22,0,50,25,0,2,57
2,49,0,57,1,50,0,0,2,2
2,50,0,2,0,20,-30,0,2,12
2,51,0,12,1,75,55,0,3,3
2,52,0,3,0,25,-50,0,3,13
2,53,0,13,1,75,50,0,2,2
2,54,0,2,1,100,25,1,1,66
3,55,0,66,0,0,-100,0,0,60
3,56,0,60,1,75,75,0,2,7
3,57,0,7,1,25,-50,0,2,2
3,58,0,2,0,50,25,0,2,27
3,59,0,27,1,50,0,0,2,2
3,60,0,2,0,50,0,0,3,18
3,61,0,18,1,75,25,0,2,2
3,62,0,2,0,50,-25,0,3,58
3,63,0,58,1,100,50,1,0,65
4,64,0,65,0,0,-100,0,0,60
4,65,0,60,1,75,75,0,2,12
4,66,0,12,1,50,-25,0,2,27
4,67,0,27,1,40,-10,0,3,13
4,68,0,13,1,100,60,1,0,65
5,69,0,65,0,0,-100,0,0,60
5,70,0,60,0,50,50,0,3,13
5,71,0,13,0,25,-25,0,2,12
5,72,0,12,0,50,25,0,2,27
5,73,0,27,0,50,0,0,3,13
5,74,0,13,0,50,0,0,3,58
5,75,0,58,1,100,50,1,0,65
1,76,0,65,0,0,-100,0,0,60
1,77,0,60,0,75,75,0,2,27
1,78,0,27,0,50,-25,0,3,28
1,79,0,28,1,50,0,0,3,28
1,80,0,28,1,25,-25,0,1,1
1,81,0,1,0,50,25,0,3,13
1,82,0,13,0,50,0,0,2,27
1,83,0,27,1,50,0,0,2,22
1,84,0,22,0,50,0,0,3,58
1,85,0,58,1,50,0,0,3,3
1,86,0,3,1,90,40,0,3,3
1,87,1,3,1,100,10,1,0,65
2,1,0,0,0,0,0,0,0,60
2,2,0,60,0,50,50,0,2,27
2,3,0,27,0,75,25,0,2,27
2,4,0,27,1,100,25,1,1,6
2,5,0,6,1,75,-25,0,2,37
2,6,0,37,1,25,-50,0,1,36
2,7,0,36,0,30,5,0,2,2
2,8,0,2,1,75,45,0,2,2
2,9,1,2,1,100,25,1,1,71
4,1,0,0,0,0,0,0,0,60
4,2,0,60,0,50,50,0,2,2
4,3,0,2,1,25,-25,0,1,1
4,4,0,1,0,25,0,0,3,13
4,5,0,13,1,50,25,0,2,22
4,6,0,22,0,50,0,0,2,2
4,7,0,2,1,75,25,0,1,71
4,8,0,71,0,75,0,0,2,67
4,9,0,67,1,75,0,0,2,57
4,10,1,57,1,100,25,1,1,66
5,1,0,0,0,0,0,0,0,60
5,2,0,60,0,40,40,0,2,22
5,3,0,22,1,25,-15,0,2,2
5,4,0,2,1,50,25,0,2,2
5,5,0,2,1,50,0,0,2,2
5,6,0,2,1,100,50,1,1,6
5,7,1,6,1,100,0,1,0,70
1,1,0,0,0,0,0,0,0,60
1,2,0,60,0,60,60,0,2,12
1,3,0,12,1,75,15,0,2,27
1,4,0,27,0,10,-65,0,2,2
1,5,0,2,0,25,15,0,3,13
1,6,0,13,0,50,25,0,3,13
1,7,0,13,1,50,0,0,3,13
1,8,0,13,0,50,0,0,3,58
1,9,0,58,1,50,0,0,3,58
1,10,0,58,1,100,50,1,0,70
2,11,0,70,0,0,-100,0,0,60
2,12,0,60,1,75,75,0,2,2
2,13,0,2,0,10,-65,0,3,8
2,14,0,8,0,50,40,0,3,13
2,15,0,13,0,25,-25,0,3,13
2,16,0,13,1,75,50,0,2,2
2,17,0,2,1,100,25,1,0,65
4,18,0,65,0,0,-100,0,0,60
4,19,0,60,1,70,70,0,3,13
4,20,0,13,1,100,30,1,0,65
4,21,0,65,1,100,0,1,1,66
5,22,0,66,0,0,-100,0,0,60
5,23,0,60,1,70,70,0,3,3
5,24,0,3,0,75,5,0,3,3
5,25,0,3,1,100,25,1,0,65
5,26,0,65,1,75,-25,0,1,76
1,27,0,76,0,0,-75,0,0,60
1,28,0,60,0,75,75,0,2,2
1,29,1,2,1,100,25,1,0,65
2,1,0,0,0,0,0,0,0,60
2,2,0,60,0,40,40,0,3,13
2,3,1,13,1,100,60,1,0,65
3,1,0,0,0,0,0,0,0,75
3,2,0,75,0,50,50,0,3,3
3,3,0,3,0,50,0,0,3,58
3,4,1,58,1,100,50,1,0,65
4,1,0,0,0,0,0,0,0,60
4,2,0,60,0,50,50,0,2,22
4,3,0,22,0,25,-25,0,2,27
4,4,0,27,1,25,0,0,2,2
4,5,0,2,0,25,0,0,2,57
4,6,0,57,1,50,25,0,2,37
4,7,0,37,0,25,-25,0,3,58
4,8,1,58,1,100,75,1,0,65
5,1,0,0,0,0,0,0,0,60
5,2,0,60,0,75,75,0,3,3
5,3,0,3,1,75,0,0,3,58
5,4,0,58,0,50,-25,0,3,58
5,5,1,58,1,100,50,1,0,65
1,1,0,0,0,0,0,0,1,21
1,2,0,21,0,25,25,0,2,2
1,3,0,2,0,25,0,0,2,2
1,4,0,2,0,50,25,0,3,28
1,5,0,28,0,25,-25,0,3,3
1,6,0,3,0,25,0,0,3,58
2,7,0,58,0,0,-25,0,1,36
2,8,0,36,0,25,25,0,1,21
2,9,1,21,1,100,75,1,1,66
3,1,0,0,0,0,0,0,1,36
3,2,0,36,0,25,25,0,1,1
3,3,0,1,1,75,50,0,2,22
3,4,0,22,1,75,0,0,2,2
3,5,0,2,1,50,-25,0,2,2
4,6,0,2,0,0,-50,0,1,1
4,7,0,1,1,50,50,0,3,3
4,8,0,3,0,50,0,0,2,27
4,9,0,27,0,25,-25,0,3,58
5,10,0,58,0,0,-25,0,1,1
5,11,0,1,0,25,25,0,2,57
5,12,0,57,1,60,35,0,3,58
5,13,0,58,1,50,-10,0,3,58
1,14,0,58,0,0,-50,0,0,60
1,15,0,60,0,50,50,0,2,27
1,16,0,27,1,60,10,0,2,37
1,17,0,37,1,50,-10,0,3,58
1,18,0,58,1,50,0,0,2,22
1,19,0,22,0,40,-10,0,3,3
1,20,0,3,0,25,-15,0,2,27
1,21,0,27,1,40,15,0,2,2
1,22,0,2,1,75,35,0,2,22
1,23,1,22,1,100,25,1,1,66
2,1,0,0,0,0,0,0,0,60
2,2,0,60,0,50,50,0,2,2
2,3,0,2,1,25,-25,0,2,22
2,4,0,22,0,50,25,0,2,7
2,5,0,7,0,25,-25,0,3,13
2,6,0,13,1,60,35,0,2,37
2,7,1,37,1,100,40,1,1,66
3,1,0,0,0,0,0,0,0,60
3,2,0,60,0,50,50,0,2,27
3,3,0,27,1,50,0,0,2,22
3,4,0,22,1,50,0,0,3,8
3,5,0,8,0,75,25,0,2,27
3,6,0,27,1,10,-65,0,1,36
3,7,0,36,0,25,15,0,2,27
3,8,0,27,0,75,50,0,3,58
3,9,0,58,0,40,-35,0,3,58
3,10,0,58,0,50,10,0,3,58
4,11,0,58,0,0,-50,0,0,60
4,12,0,60,0,50,50,0,2,27
4,13,0,27,1,75,25,0,2,37
4,14,1,37,1,100,25,1,0,65
5,1,0,0,0,0,0,0,0,60
5,2,0,60,0,75,75,0,2,7
5,3,1,7,1,75,0,0,2,72
2,1,0,0,0,0,0,0,1,21
2,2,0,21,1,40,40,0,3,28
2,3,0,28,1,30,-10,0,2,22
2,4,0,22,0,25,-5,0,3,28
2,5,0,28,1,40,15,0,2,72
2,6,0,72,0,40,0,0,2,22
2,7,0,22,1,25,-15,0,2,22
2,8,1,22,1,90,65,0,2,72
3,1,0,0,0,0,0,0,1,21
3,2,0,21,0,10,10,0,2,37
3,3,1,37,1,100,90,1,1,66
4,1,0,0,0,0,0,0,1,21
4,2,0,21,1,100,100,1,0,65
5,3,0,65,0,0,-100,0,1,21
5,4,0,21,1,100,100,1,1,66
1,5,0,66,0,0,-100,0,0,60
1,6,0,60,0,50,50,0,3,3
1,7,0,3,1,25,-25,0,2,2
1,8,0,2,1,75,50,0,2,72
1,9,0,72,0,100,25,1,1,21
1,10,0,21,1,40,-60,0,2,2
1,11,0,2,1,75,35,0,2,2
1,12,0,2,1,40,-35,0,3,3
1,13,0,3,0,40,0,0,3,58
1,14,1,58,1,100,60,1,1,66
2,1,0,0,0,0,0,0,0,60
2,2,0,60,0,50,50,0,0,75
2,3,0,75,1,25,-25,0,2,2
2,4,0,2,0,25,0,0,3,58
2,5,1,58,1,100,75,1,0,65
4,1,0,0,0,0,0,0,0,60
4,2,0,60,0,50,50,0,2,2
4,3,0,2,0,25,-25,0,2,2
4,4,0,2,1,50,25,0,2,2
4,5,0,2,1,50,0,0,3,3
4,6,0,3,0,50,0,0,3,58
4,7,0,58,0,50,0,0,3,58
4,8,0,58,1,75,25,0,3,8
4,9,1,8,1,100,25,1,0,75
5,1,0,0,0,0,0,0,0,60
5,2,0,60,1,50,50,0,3,3
5,3,0,3,1,75,25,0,2,2
5,4,1,2,1,100,25,1,1,66
1,1,0,0,0,0,0,0,0,60
1,2,0,60,0,50,50,0,2,27
1,3,0,27,1,25,-25,0,2,37
1,4,0,37,0,40,15,0,2,2
1,5,0,2,1,50,10,0,2,27
1,6,0,27,0,50,0,0,2,27
1,7,1,27,1,100,50,1,1,21
2,1,0,0,0,0,0,0,0,60
2,2,0,60,0,50,50,0,2,22
2,3,0,22,1,50,0,0,2,37
4,4,0,37,0,0,-50,0,0,60
4,5,0,60,0,75,75,0,2,27
4,6,0,27,0,50,-25,0,3,23
4,7,1,23,1,100,50,1,1,36
2,1,0,0,0,0,0,0,0,60
2,2,0,60,0,50,50,0,2,27
2,3,0,27,1,25,-25,0,2,2
2,4,0,2,1,25,0,0,2,2
2,5,0,2,1,50,25,0,2,2
2,6,0,2,1,50,0,0,2,12
2,7,0,12,0,40,-10,0,2,7
2,8,0,7,1,75,35,0,2,27
2,9,0,27,1,100,25,1,0,65
4,10,0,65,0,0,-100,0,0,60
4,11,0,60,1,75,75,0,2,2
4,12,0,2,1,75,0,0,2,2
4,13,0,2,0,25,-50,0,2,2
4,14,0,2,1,50,25,0,3,3
4,15,0,3,0,50,0,0,3,58
4,16,0,58,1,50,0,0,3,3
4,17,0,3,0,50,0,0,3,13
4,18,0,13,1,75,25,0,2,2
4,19,0,2,1,100,25,1,1,66
5,20,0,66,0,0,-100,0,0,60
5,21,0,60,1,50,50,0,3,13
5,22,0,13,1,20,-30,0,2,12
5,23,0,12,1,20,0,0,1,36
5,24,0,36,1,50,30,0,2,37
5,25,0,37,1,50,0,0,2,32
5,26,0,32,1,75,25,0,2,2
5,27,0,2,1,100,25,1,0,65
2,28,0,65,0,0,-100,0,0,60
2,29,0,60,0,50,50,0,2,22
2,30,0,22,0,25,-25,0,2,12
2,31,0,12,1,75,50,0,2,22
2,32,0,22,0,50,-25,0,2,27
2,33,0,27,0,40,-10,0,3,13
2,34,0,13,1,75,35,0,3,8
2,35,0,8,1,75,0,0,2,7
2,36,0,7,1,50,-25,0,2,12
2,37,0,12,0,75,25,0,3,13
2,38,0,13,1,90,15,1,2,57
3,39,0,57,0,0,-90,0,1,1
3,40,0,1,0,50,50,0,2,2
3,41,0,2,1,75,25,0,2,17
3,42,0,17,1,100,25,1,1,56
4,43,0,56,0,0,-100,0,0,60
4,44,0,60,0,50,50,0,3,3
4,45,0,3,1,50,0,0,2,2
4,46,0,2,0,50,0,0,3,8
4,47,0,8,0,50,0,0,3,3
4,48,0,3,0,50,0,0,3,13
4,49,0,13,0,50,0,0,3,13
4,50,0,13,1,90,40,0,2,47
5,51,0,47,0,0,-90,0,0,60
5,52,0,60,0,50,50,0,2,2
5,53,1,2,1,100,50,1,1,46
1,1,0,0,0,0,0,0,1,21
1,2,0,21,0,70,70,0,2,2
1,3,0,2,1,75,5,0,2,47
1,4,0,47,0,50,-25,0,3,58
1,5,0,58,0,75,25,0,3,58
1,6,0,58,1,100,25,1,1,56
2,7,0,56,0,0,-100,0,0,60
2,8,0,60,0,75,75,0,2,57
2,9,0,57,1,100,25,1,1,56
5,10,0,56,0,0,-100,0,1,46
5,11,0,46,1,50,50,0,3,58
5,12,1,58,1,100,50,1,2,57
1,1,0,0,0,0,0,0,0,60
1,2,0,60,0,50,50,0,2,22
1,3,0,22,1,50,0,0,2,2
3,4,0,2,0,0,-50,0,0,60
3,5,0,60,0,75,75,0,2,2
3,6,1,2,1,100,25,1,1,66
4,1,0,0,0,0,0,0,0,60
4,2,0,60,0,75,75,0,2,2
4,3,0,2,1,90,15,0,3,58
4,4,0,58,1,75,-15,0,3,3
4,5,0,3,1,75,0,0,2,2
4,6,0,2,0,50,-25,0,3,58
5,7,0,58,0,0,-50,0,0,60
5,8,0,60,0,50,50,0,3,28
5,9,0,28,1,25,-25,0,2,2
5,10,0,2,1,75,50,0,2,2
1,11,0,2,0,0,-75,0,0,60
1,12,0,60,1,100,100,1,1,36
1,13,1,36,0,40,-60,0,2,77
4,1,0,0,0,0,0,0,1,1
4,2,0,1,1,50,50,0,2,2
4,3,1,2,1,100,50,1,1,66
1,1,0,0,0,0,0,0,0,60
1,2,0,60,0,75,75,0,2,27
1,3,0,27,0,75,0,0,2,57
1,4,0,57,1,75,0,0,2,2
1,5,0,2,0,50,-25,0,3,58
1,6,0,58,1,100,50,1,1,66
2,7,0,66,0,0,-100,0,0,60
2,8,0,60,0,25,25,0,3,58
2,9,0,58,1,40,15,0,3,28
2,10,0,28,1,100,60,1,1,21
2,11,1,21,1,100,0,1,1,66
4,1,0,0,0,0,0,0,1,46
4,2,0,46,1,75,75,0,2,27
4,3,1,27,1,75,0,0,2,72
5,1,0,0,0,0,0,0,1,46
5,2,0,46,0,40,40,0,2,37
5,3,1,37,1,100,60,1,0,65
1,1,0,0,0,0,0,0,0,60
1,2,0,60,0,30,30,0,2,2
1,3,0,2,1,40,10,0,3,3
1,4,0,3,1,25,-15,0,3,58
1,5,0,58,1,60,35,0,3,3
2,6,0,3,0,0,-60,0,0,60
2,7,0,60,0,50,50,0,3,13
2,8,0,13,1,75,25,0,2,2
3,9,0,2,0,0,-75,0,0,60
3,10,0,60,0,50,50,0,2,12
3,11,0,12,0,50,0,0,3,58
3,12,0,58,1,75,25,0,2,2
1,13,0,2,0,0,-75,0,0,60
1,14,0,60,0,75,75,0,2,2
1,15,0,2,1,40,-35,0,2,22
1,16,0,22,0,75,35,0,2,27
1,17,0,27,1,50,-25,0,2,42
1,18,0,42,1,75,25,0,2,2
1,19,0,2,0,50,-25,0,3,3
1,20,0,3,0,40,-10,0,2,57
4,21,0,57,0,0,-40,0,0,60
4,22,0,60,0,75,75,0,2,27
4,23,0,27,1,75,0,0,2,12
4,24,0,12,1,75,0,0,2,2
4,25,1,2,1,100,25,1,0,65
1,1,0,0,0,0,0,0,0,60
1,2,0,60,0,50,50,0,3,3
1,3,0,3,1,50,0,0,2,2
1,4,0,2,0,75,25,0,3,58
1,5,0,58,1,75,0,0,3,3
1,6,1,3,1,100,25,1,1,71
5,1,0,0,0,0,0,0,0,60
5,2,0,60,0,75,75,0,2,2
5,3,1,2,1,100,25,1,0,65
1,1,0,0,0,0,0,0,1,1
1,2,0,1,1,25,25,0,2,2
1,3,0,2,1,75,50,0,2,2
1,4,1,2,1,100,25,1,0,65
2,1,0,0,0,0,0,0,1,1
2,2,0,1,1,75,75,0,2,2
2,3,0,2,1,10,-65,0,1,1
2,4,0,1,0,10,0,0,2,12
2,5,0,12,1,100,90,1,0,70
3,6,0,70,0,0,-100,0,1,1
3,7,0,1,1,25,25,0,2,2
3,8,0,2,0,50,25,0,3,73
3,9,0,73,0,50,0,0,1,76
3,10,1,76,1,100,50,1,1,6
4,1,0,0,0,0,0,0,1,1
4,2,0,1,1,75,75,0,2,2
4,3,0,2,1,75,0,0,1,1
4,4,0,1,0,25,-50,0,2,77
4,5,0,77,1,75,50,1,1,71
5,6,0,71,0,0,-75,0,0,60
5,7,0,60,1,100,100,1,0,65
5,8,0,65,0,0,-100,0,1,66
1,9,0,66,0,0,0,0,0,60
1,10,0,60,0,75,75,0,2,2
1,11,0,2,1,75,0,0,3,3
1,12,0,3,1,75,0,0,3,3
1,13,1,3,1,100,25,1,1,66
2,1,0,0,0,0,0,0,0,60
2,2,0,60,0,50,50,0,2,2
2,3,0,2,0,25,-25,0,2,2
2,4,0,2,0,30,5,0,3,3
2,5,0,3,1,75,45,0,2,47
2,6,0,47,1,75,0,0,2,37
2,7,0,37,1,75,0,0,2,27
2,8,0,27,0,50,-25,0,3,3
2,9,0,3,1,50,0,0,3,13
2,10,0,13,1,100,50,1,1,6
2,11,1,6,1,100,0,1,1,66
3,1,0,0,0,0,0,0,0,60
3,2,0,60,0,40,40,0,3,3
3,3,0,3,1,50,10,0,2,37
3,4,0,37,1,75,25,0,3,3
3,5,0,3,1,75,0,0,2,7
3,6,0,7,0,40,-35,0,3,13
3,7,0,13,1,50,10,0,3,3
3,8,0,3,1,35,-15,0,3,58
3,9,0,58,1,100,65,1,0,65
4,10,0,65,0,0,-100,0,0,60
4,11,0,60,0,75,75,0,3,3
4,12,0,3,0,50,-25,0,3,3
4,13,0,3,0,50,0,0,3,13
4,14,1,13,1,100,50,1,0,65
5,1,0,0,0,0,0,0,0,60
5,2,0,60,0,75,75,0,2,2
5,3,0,2,0,75,0,0,3,8
5,4,0,8,1,100,25,1,1,6
5,5,0,6,1,75,-25,0,2,7
5,6,0,7,1,100,25,1,1,1
5,7,1,1,1,100,0,1,0,65
2,1,0,0,0,0,0,0,0,60
2,2,0,60,0,75,75,0,2,2
2,3,0,2,1,10,-65,0,2,2
2,4,0,2,1,75,65,0,2,22
2,5,1,22,1,100,25,1,1,66
3,1,0,0,0,0,0,0,0,60
3,2,0,60,0,50,50,0,3,3
3,3,0,3,1,25,-25,0,2,2
3,4,0,2,1,75,50,0,2,2
3,5,1,2,1,100,25,1,1,6
4,1,0,0,0,0,0,0,0,60
4,2,0,60,0,25,25,0,2,2
4,3,0,2,1,50,25,0,2,2
4,4,1,2,1,100,50,1,0,65
5,1,0,0,0,0,0,0,0,60
5,2,0,60,0,60,60,0,2,27
5,3,0,27,0,50,-10,0,3,8
5,4,1,8,1,100,50,1,0,65
1,1,0,0,0,0,0,0,0,60
1,2,0,60,0,75,75,0,2,27
1,3,0,27,1,100,25,1,1,26
1,4,0,26,0,50,-50,0,3,3
1,5,0,3,0,25,-25,0,2,12
1,6,0,12,1,75,50,0,2,37
1,7,0,37,1,75,0,0,2,2
1,8,0,2,0,30,-45,0,2,12
1,9,0,12,0,30,0,0,2,2
1,10,0,2,1,100,70,1,1,46
1,11,0,46,1,25,-75,0,2,37
1,12,0,37,0,75,50,0,3,58
3,13,0,58,0,0,-75,0,0,60
3,14,0,60,0,50,50,0,2,27
3,15,0,27,0,30,-20,0,2,2
3,16,0,2,1,40,10,0,2,37
3,17,0,37,0,40,0,0,2,2
3,18,0,2,1,50,10,0,2,22
3,19,0,22,1,75,25,0,2,22
4,20,0,22,0,0,-75,0,0,60
4,21,0,60,0,75,75,0,2,22
4,22,0,22,0,25,-50,0,2,27
4,23,0,27,1,10,-15,0,1,36
4,24,0,36,1,25,15,0,1,36
4,25,0,36,0,30,5,0,2,22
4,26,0,22,1,50,20,0,2,22
4,27,0,22,1,75,25,0,2,37
4,28,0,37,0,25,-50,0,2,27
4,29,0,27,0,50,25,0,3,3
4,30,0,3,1,50,0,0,2,27
4,31,0,27,1,50,0,0,3,8
4,32,0,8,0,50,0,0,3,58
5,33,0,58,0,0,-50,0,1,1
5,34,0,1,1,75,75,0,3,58
5,35,0,58,0,50,-25,0,3,58
2,36,0,58,0,0,-50,0,0,60
2,37,0,60,0,60,60,0,2,27
2,38,0,27,1,75,15,0,3,13
2,39,0,13,1,75,0,0,2,2
2,40,0,2,0,50,-25,0,2,2
2,41,0,2,1,50,0,0,2,2
2,42,0,2,1,75,25,0,2,7
2,43,0,7,1,75,0,0,3,3
2,44,0,3,0,50,-25,0,3,58
4,45,0,58,0,0,-50,0,0,60
4,46,0,60,0,60,60,0,2,12
4,47,0,12,0,10,-50,0,3,13
4,48,0,13,0,25,15,0,2,17
4,49,0,17,1,25,0,0,1,1
4,50,0,1,1,75,50,0,2,2
4,51,0,2,1,75,0,0,3,18
4,52,0,18,1,25,-50,0,2,2
4,53,0,2,0,70,45,0,3,58
4,54,1,58,1,100,30,1,2,57
1,1,0,0,0,0,0,0,0,60
1,2,0,60,0,75,75,0,3,3
1,3,1,3,1,75,0,0,3,58
2,1,0,0,0,0,0,0,0,60
2,2,0,60,0,50,50,0,2,7
2,3,0,7,1,75,25,0,3,8
2,4,0,8,0,50,-25,0,3,8
2,5,0,8,1,75,25,0,3,3
2,6,1,3,1,100,25,1,1,46
4,1,0,0,0,0,0,0,0,60
4,2,0,60,0,60,60,0,3,3
4,3,0,3,1,25,-35,0,2,2
4,4,0,2,1,50,25,0,2,2
4,5,0,2,1,50,0,0,2,2
4,6,0,2,0,25,-25,0,1,76
4,7,0,76,0,50,25,0,3,13
4,8,0,13,1,75,25,0,2,2
4,9,0,2,1,50,-25,0,2,47
4,10,0,47,1,100,50,1,1,66
5,11,0,66,0,0,-100,0,0,60
5,12,0,60,0,25,25,0,2,27
5,13,0,27,1,50,25,0,2,12
5,14,0,12,1,75,25,0,2,2
5,15,1,2,1,100,25,1,2,47
1,1,0,0,0,0,0,0,1,1
1,2,0,1,1,25,25,0,2,2
1,3,0,2,1,25,0,0,2,2
1,4,0,2,0,10,-15,0,3,3
1,5,0,3,1,25,15,0,2,2
1,6,0,2,1,50,25,0,2,2
1,7,0,2,1,50,0,0,2,2
1,8,0,2,1,75,25,0,2,2
1,9,1,2,1,100,25,1,1,46
2,1,0,0,0,0,0,0,1,1
2,2,0,1,1,100,100,1,1,1
2,3,1,1,1,75,-25,0,2,57
3,1,0,0,0,0,0,0,1,1
3,2,0,1,1,25,25,0,2,12
3,3,0,12,1,40,15,0,2,2
3,4,0,2,1,50,10,0,2,2
3,5,0,2,1,50,0,0,2,2
3,6,0,2,1,50,0,0,2,2
3,7,0,2,1,50,0,0,3,3
3,8,0,3,1,25,-25,0,2,2
3,9,0,2,1,50,25,0,2,2
3,10,0,2,1,75,25,0,2,2
3,11,0,2,1,50,-25,0,2,2
5,12,0,2,0,0,-50,0,1,1
5,13,0,1,1,25,25,0,2,12
5,14,0,12,1,30,5,0,2,12
5,15,0,12,1,60,30,0,2,2
5,16,1,2,1,100,40,1,1,46
2,1,0,0,0,0,0,0,0,60
2,2,0,60,0,75,75,0,2,7
2,3,0,7,1,50,-25,0,3,13
3,4,0,13,0,0,-50,0,0,60
3,5,0,60,0,50,50,0,2,12
3,6,0,12,0,25,-25,0,2,2
3,7,0,2,1,50,25,0,2,47
3,8,0,47,1,35,-15,0,3,58
3,9,0,58,1,25,-10,0,2,2
4,10,0,2,0,0,-25,0,0,60
4,11,0,60,0,50,50,0,2,2
4,12,0,2,1,40,-10,0,2,2
4,13,0,2,0,25,-15,0,2,47
4,14,0,47,1,40,15,0,3,3
5,15,0,3,0,0,-40,0,0,60
5,16,0,60,0,75,75,0,3,13
5,17,0,13,0,25,-50,0,2,12
5,18,0,12,1,50,25,0,2,2
1,19,0,2,0,0,-50,0,0,60
1,20,0,60,0,40,40,0,2,2
1,21,0,2,0,25,-15,0,3,58
1,22,1,58,1,100,75,1,0,65
2,1,0,0,0,0,0,0,0,60
2,2,0,60,0,40,40,0,3,13
2,3,0,13,0,50,10,0,3,58
2,4,1,58,1,100,50,1,0,65
3,1,0,0,0,0,0,0,0,60
3,2,0,60,0,50,50,0,3,13
3,3,1,13,1,100,50,1,0,65
4,1,0,0,0,0,0,0,0,60
4,2,0,60,0,50,50,0,3,13
4,3,0,13,0,50,0,0,3,58
4,4,0,58,0,25,-25,0,3,48
4,5,1,48,0,30,5,0,3,58
5,1,0,0,0,0,0,0,0,60
5,2,0,60,0,75,75,0,3,58
5,3,1,58,1,100,25,1,0,65
1,1,0,0,0,0,0,0,0,60
1,2,0,60,0,75,75,0,3,13
1,3,0,13,1,40,-35,0,2,22
1,4,0,22,0,50,10,0,2,27
1,5,0,27,0,25,-25,0,2,37
1,6,0,37,1,100,75,1,1,6
1,7,0,6,0,50,-50,0,3,58
1,8,0,58,0,75,25,0,3,3
1,9,0,3,1,100,25,1,0,65
2,10,0,65,0,0,-100,0,0,60
2,11,0,60,0,50,50,0,2,27
2,12,0,27,1,30,-20,0,1,21
2,13,0,21,1,30,0,0,2,12
2,14,0,12,0,25,-5,0,3,13
2,15,0,13,0,25,0,0,2,7
